Movie
The Fifth Element (1997)
30 for 30: Bad Boys (2014)
Team America: World Police (2004)
Jackie Brown (1997)
Inside Man (2006)
Freaks (1932)
The Exorcist (1973)
The Wolf of Wall Street (2013)
Zack Snyder's Justice League (2021)
Wall Street (1987)
30 for 30: Survive and Advance (2013)
Rope (1948)
Eternal Sunshine of the Spotless Mind (2004)
The Green Mile (1999)
Wayne's World (1992)
The Thing from Another World (1951)
The Jerk (1979)
Invasion of the Body Snatchers (1978)
True Grit (2010)
Tombstone (1993)
Dungeons & Dragons: Honor Among Thieves (2023)
Young Guns II (1990)
The Fighter (2010)
Nobody (2021)
Midnight Special (2016)
As Good as It Gets (1997)
Super Troopers (2001)
Master and Commander: The Far Side of the World (2003)
Scott Pilgrim vs. the World (2010)
A Fish Called Wanda (1988)
Bullet Train (2022)
Class Action Park (2020)
Planet Terror (2007)
Steve Bartman: Catching Hell (2011)
Pan's Labyrinth (2006)
Primal Fear (1996)
Inherit the Wind (1960)
Broadcast News (1987)
Beverly Hills Cop (1984)
Sahara (1943)
The Hunt for Red October (1990)
Predator (1987)
Mr. Smith Goes to Washington (1939)
Django Unchained (2012)
Rear Window (1954)
The Hateful Eight (2015)
30 Days of Night (2007)
Ghostbusters II (1989)
Captain Marvel (2019)
The Kingdom (2007)
American Hustle (2013)
John Wick (2014)
"Crazy, Stupid, Love. (2011)"
The Manchurian Candidate (1962)
Kill Bill: Vol. 2 (2004)
The Sixth Sense (1999)
Rocky (1976)
Red Dawn (1984)
WarGames (1983)
American Graffiti (1973)
The Conversation (1974)
WALL·E (2008)
The Batman (2022)
Vampires (1998)
That Thing You Do! (1996)
Three Days of the Condor (1975)
Dracula (1931)
The Naked Gun: From the Files of Police Squad! (1988)
The Theory of Everything (2014)
Kurt Cobain: Montage of Heck (2015)
The Trial of the Chicago 7 (2020)
The Fab Five (2011)
Ready Player One (2018)
Who Killed the Electric Car? (2006)
The Fugitive (1993)
Notorious (1946)
Home Alone (1990)
Arrival (2016)
Edge of Tomorrow (2014)
The Thing (1982)
Glass Onion: A Knives Out Mystery (2022)
Dune (2021)
Stripes (1981)
Lone Survivor (2013)
The Abyss (1989)
What We Do in the Shadows (2014)
The Count of Monte Cristo (2002)
It (2017)
Tenet (2020)
From Here to Eternity (1953)
OJ: Made in America (2016)
Adventures in Babysitting (1987)
Crime of the Century (1996)
Die Hard 2 (1990)
Big (1988)
Big Trouble in Little China (1986)
The Host (2006)
Fantastic Beasts and Where to Find Them (2016)
Die Hard: With a Vengeance (1995)
Hot Fuzz (2007)
Kramer vs. Kramer (1979)
Lawrence of Arabia (1962)
Avengers: Endgame (2019)
Navalny (2022)
Jarhead (2005)
The Godfather: Part III (1990)
Clerks. (1994)
Knives Out (2019)
King Kong (1933)
Groundhog Day (1993)
Taxi Driver (1976)
30 for 30: Once Brothers (2010)
Panic Room (2002)
A Night to Remember (1958)
Spider-Man: No Way Home (2021)
The Skeleton Twins (2014)
Independence Day (1996)
The Color of Money (1986)
Southpaw (2015)
Slap Shot (1977)
Dirty Rotten Scoundrels (1988)
Donnie Brasco (1997)
Client 9: The Rise and Fall of Eliot Spitzer (2010)
Nowitzki: The Perfect Shot (2014)
"Planes, Trains & Automobiles (1987)"
V for Vendetta (2005)
Raging Bull (1980)
War of the Worlds (2005)
Paul (2011)
Stargate (1994)
Dawn of the Dead (2004)
The Nice Guys (2016)
Mission: Impossible - Rogue Nation (2015)
Total Recall (1990)
The Omen (1976)
Skyfall (2012)
Boyhood (2014)
Quiz Show (1994)
Star Trek (2009)
Airheads (1994)
Drive (2011)
Rain Man (1988)
Ford v Ferrari (2019)
Keanu (2016)
Bridesmaids (2011)
The Road (2009)
Michael Clayton (2007)
Major League (1989)
Murder on the Orient Express (1974)
Shrek (2001)
Shadow of a Doubt (1943)
Big Fish (2003)
On the Waterfront (1954)
Spider-Man: Into the Spider-Verse (2018)
The River Wild (1994)
Dutch (1991)
Manhunter (1986)
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
The Big Sick (2017)
Spielberg (2017)
Captain Phillips (2013)
The Irishman (2019)
Alpha Dog (2006)
Cloverfield (2008)
Real Genius (1985)
Dr. No (1962)
Black Dynamite (2009)
Man on the Moon (1999)
Gangs of New York (2002)
Scarface (1983)
Clear History (2013)
The People vs. Larry Flynt (1996)
Too Funny to Fail: The Life & Death of the Dana Carvey Show (2017)
Eagles of Death Metal: Nos Amis (2017)
Batman & Bill (2017)
Ghostbusters: Afterlife (2021)
Harry and the Hendersons (1987)
Wet Hot American Summer (2001)
Boiler Room (2000)
Fracture (2007)
Watchmen (2009)
Black Hawk Down (2001)
Edward Scissorhands (1990)
Star Wars: Episode IV - A New Hope (1977)
Bill & Ted's Excellent Adventure (1989)
Public Enemies (2009)
Batman Returns (1992)
Soul of the Game (1996)
Wonder Woman (2017)
Pirate Radio (2009)
"Bigger, Stronger, Faster* (2008)"
The Illusionist (2006)
X-Men: Days of Future Past (2014)
12 Years a Slave (2013)
Captain Ron (1992)
Robin Hood (2010)
Jurassic World (2015)
50/50 (2011)
Road to Perdition (2002)
Bad Day at Black Rock (1955)
Leave The World Behind (2023)
Spies Like Us (1985)
Clear and Present Danger (1994)
30 for 30: I Hate Christian Laettner (2015)
Lord of War (2005)
Close Encounters of the Third Kind (1977)
The Lego Movie (2014)
Star Trek Into Darkness (2013)
Cape Fear (1962)
Ferris Bueller's Day Off (1986)
Her (2013)
The Invention of Lying (2009)
The Great Outdoors (1988)
Dances with Wolves (1990)
The Ghost Ship (1943)
Hook (1991)
Syriana (2005)
Badlands (1973)
Shang-Chi and the Legend of the Ten Rings (2021)
A View to a Kill (1985)
A Time to Kill (1996)
Misery (1990)
Gandhi (1982)
Ted (2012)
The Spirit of St. Louis (1957)
Hoosiers (1986)
The Verdict (1982)
The Avengers (2012)
The Transporter (2002)
The Lookout (2007)
GoldenEye (1995)
Dracula (1992)
The Aviator (2004)
Metallica: Some Kind of Monster (2004)
Trading Places (1983)
Shane (1953)
The Taking of Pelham One Two Three (1974)
Frankenstein (1931)
Airplane! (1980)
Citizen Kane (1941)
Suicide Squad (2016)
Wanted (2008)
Kingpin (1996)
The Italian Job (2003)
Who Framed Roger Rabbit (1988)
The Sandlot (1993)
Papillon (1973)
Untold: The Girlfriend Who Didn't Exist (2022)
Napoleon (2023)
Hot Tub Time Machine (2010)
Deadpool 2 (2018)
The Pope of Greenwich Village (1984)
Tenacious D in The Pick of Destiny (2006)
Lucky Number Slevin (2006)
The Insider (1999)
A Clockwork Orange (1971)
Freakonomics (2010)
So I Married an Axe Murderer (1993)
Captain America: The First Avenger (2011)
Austin Powers: International Man of Mystery (1997)
Body of Lies (2008)
The Darjeeling Limited (2007)
RocknRolla (2008)
The Martian (2015)
Soul (2020)
Vegas Vacation (1997)
The Amazing Jonathan Documentary (2019)
White Men Can't Jump (1992)
22 Jump Street (2014)
Charlie Wilson's War (2007)
Roll Tide/War Eagle (2011)
Mission: Impossible - Ghost Protocol (2011)
The Untouchables (1987)
The Graduate (1967)
Superman II (1980)
Mission: Impossible III (2006)
The World According to Dick Cheney (2013)
Super 8 (2011)
Insomnia (2002)
Ant-Man (2015)
Up in the Air (2009)
Kiss Kiss Bang Bang (2005)
The Flight of the Phoenix (1965)
Thank You for Smoking (2005)
The Hobbit: An Unexpected Journey (2012)
Shutter Island (2010)
The Truman Show (1998)
Coco (2017)
Jennifer's Body (2009)
Licence to Kill (1989)
The Thomas Crown Affair (1968)
Layer Cake (2004)
Moneyball (2011)
Enemy at the Gates (2001)
Psycho (1960)
Mission: Impossible - Dead Reckoning Part One (2023)
Facing Nolan (2022)
Irresistable (2020)
Spectre (2015)
The Score (2001)
The Outsiders (1983)
The Disaster Artist (2017)
Doctor Strange
Milk (2008)
Sherlock Holmes (2009)
The Day They Robbed the Bank of England (1960)
Super Size Me (2004)
Finding Forrester (2000)
Men in Black (1997)
Cape Fear (1991)
Clue (1985)
True Grit (1969)
"I, Tonya (2017)"
Who's Harry Crumb? (1989)
G.I. Jane (1997)
Superman (1978)
Star Wars: Episode V - The Empire Strikes Back (1980)
The Village (2004)
Paranormal Activity (2007)
Pacific Rim (2013)
War Dogs (2016)
The Patriot (2000)
City Lights (1931)
Repo Man (1984)
Air (2023)
Top Gun (1986)
Game Change (2012)
The Hangover (2009)
The Grand Budapest Hotel (2014)
The Lord of the Rings: The Fellowship of the Ring (2001)
Clueless (1995)
Field of Dreams (1989)
Bonnie and Clyde (1967)
The Deer Hunter (1978)
"Three Billboards Outisde Ebbing, Missouri (2017)"
Bone Tomahawk (2015)
City Slickers II: The Legend of Curly's Gold (1994)
Don't Tell Mom the Babysitter's Dead (1991)
Brothers (2009)
The Mummy (2017)
Death Race (2008)
Onward (2020)
John Wick: Chapter 3 - Parabellum (2019)
Blow (2001)
The Last Play at Shea (2010)
My Best Friend Is a Vampire (1987)
Kindergarten Cop (1990)
Event Horizon (1997)
Star Trek Beyond (2016)
A Nightmare on Elm Street (1984)
X-Men: First Class (2011)
Steve Jobs (2015)
El Camino: A Breaking Bad Movie (2019)
The Last King of Scotland (2006)
The Imitation Game (2014)
Justice League (2017)
History of the World: Part I (1981)
Star Wars: Episode VIII - The Last Jedi (2017)
Saw (2004)
Silver Linings Playbook (2012)
30 for 30: The U (2009)
Don't Look Up (2021)
The Cable Guy (1996)
Mama (2013)
Shoot 'Em Up (2007)
Ace Ventura: Pet Detective (1994)
Tinker Tailor Soldier Spy (2011)
A League of Their Own (1992)
The Devil's Advocate (1997)
Rebel Without a Cause (1955)
Sunrise: A Song of Two Humans(1927)
Dick Tracy (1990)
The Master (2012)
Murderball(2005)
The Blues Brothers (1980)
Tales from the Crypt (1972)
The World's End (2013)
First Man (2018)
Clerks II (2006)
Palm Springs (2020)
The Last Detail (1973)
Kingsman: The Secret Service (2014)
Superman Returns (2006)
Horrible Bosses (2011)
An Officer and a Gentleman (1982)
Starship Troopers (1997)
The Girl on the Train (2016)
X-Men Origins: Wolverine (2009)
Jackass 3D (2010)
Mike Tyson: Undisputed Truth (2013)
Lethal Weapon (1987)
Dallas Buyers Club (2013)
The Spy Who Loved Me (1977)
In the Valley of Elah (2007)
Eight Men Out (1988)
Fear and Loathing in Las Vegas (1998)
Jagged (2021)
When Harry Met Sally... (1989)
Guardians of the Galaxy Vol. 3 (2023)
Toy Soldiers (1991)
Hannibal (2001)
Crank (2006)
Titanic (1953)
Mission: Impossible (1996)
Men of Honor (2000)
Bobby Fischer Against the World (2011)
30 for 30: The Two Escobars (2010)
Beverly Hills Cop II (1987)
The Most Dangerous Game (1932)
21 Jump Street (2012)
Defiance (2008)
Exit Through the Gift Shop (2010)
The Incredibles (2004)
Unforgiven (1992)
The Little Things (2021)
Lucy (2014)
Mr. & Mrs. Smith (2005)
The Debt (2010)
John Lewis: Good Trouble (2020)
Speed (1994)
Killers of the Flower Moon (2023)
Jungle Cruise (2021)
Catfish (2010)
30 for 30: Trojan War (2015)
30 for 30: Four Falls of Buffalo (2015)
The Counselor (2013)
Billy Madison (1995)
Miami Vice (2006)
City Slickers (1991)
The Cincinnati Kid (1965)
The Bourne Supremacy (2004)
One Flew Over the Cuckoo's Nest (1975)
World War Z (2013)
Fuck (2005)
The Messenger (2009)
Black Panther (2018)
Beasts of the Southern Wild (2012)
Boyz n the Hood (1991)
Black Widow (2021)
Pee-wee's Big Adventure (1985)
Thirteen Days (2000)
Midnight Run (1988)
Batman Forever (1995)
Tag (2018)
The Hunger Games (2012)
The Other F Word (2011)
Poltergeist (1982)
The Walking Dead (1936)
Burn After Reading (2008)
Jackass Number Two (2006)
What About Bob? (1991)
The Bank Job (2008)
Revolutionary Road (2008)
The Year of the Yao (2004)
The Evil Dead (1981)
30 for 30: Rodman: For Better or Worse (2019)
E.T.: The Extra-Terrestrial (1982)
All the President's Men (1976)
How to Train Your Dragon (2010)
Dead Poets Society (1989)
To Kill a Mockingbird (1962)
Self Reliance (2023)
The Fifth Estate (2013)
Bird Box (2018)
Police Academy (1984)
Us (2019)
The Iceman (2012)
Sleepers (1996)
The Revenant (2015)
Teen Wolf (1985)
Air Force One (1997)
The Incredible Hulk (2008)
Vice (2018)
Papillon (2017)
Selma (2014)
Vacation (2015)
The Man Without a Face (1993)
Man of Steel (2013)
Rasputin: Dark Servant of History (1996)
The Incredibles 2 (2018)
Thor: Ragnarok (2017)
Little Monsters (1989)
Arbitrage (2012)
Cruella (2021)
30 for 30: Lance (2020)
Indiana Jones and the Temple of Doom (1984)
Trainspotting (1996)
The Manhattan Project (1986)
X-Men 2 (2003)
Doubt (2008)
Gran Turismo (2023)
Saving Silverman (2001)
Sniper (1993)
Friday the 13th (1980)
Innerspace (1987)
30 for 30: This Magic Moment (2016)
Hidden Figures (2016)
Listening to Kenny G (2021)
The Amazing Spider-Man (2012)
Suicide Kings (1997)
The Descendants (2011)
Hugo (2011)
The Breakfast Club (1985)
Carlito's Way (1993)
Rudy (1993)
Stand by Me (1986)
The Mechanic (2011)
Scream (1996)
Man on Wire (2008)
The Fisher King (1991)
Andre the Giant (2018)
Night of the Living Dead (1968)
Westworld (1973)
Congo (1995)
Twister (1996)
The Shape of Water (2017)
The Da Vinci Code (2006)
Outbreak (1995)
Death Becomes Her (1992)
Big Fan (2009)
Confidence (2003)
The Whole Nine Yards (2000)
From Hell (2001)
Happy Gilmore (1996)
The Frighteners (1996)
Capote (2005)
Icarus (2017)
Waiting for 'Superman' (2010)
Good Bye Lenin! (2003)
30 for 30: Elway to Marino (2013)
30 for 30: Be Water (2020)
Whiskey Tango Foxtrot (2016)
Rosewater
1408 (2007)
Maverick (1994)
Easy Rider (1969)
Marathon Man (1976)
Superbad (2007)
30 for 30: You Don't Know Bo: The Legend of Bo Jackson (2012)
The Secret Life of Pets (2016)
Any Given Sunday (1999)
Spider-Man: Far From Home (2019)
Matchstick Men (2003)
Race (2016)
Haunted Mansion (2023)
Neighbors 2: Sorority Rising (2016)
Encino Man (1992)
The Place Beyond the Pines (2012)
Untold: The Rise and Fall of And1 (2022)
Wonder Woman 1984 (2020)
The Replacement Killers (1998)
Batman v Superman: Dawn of Justice (2016)
State of Play (2009)
Luca (2021)
The Hunger Games: Catching Fire (2013)
Inside Llewyn Davis (2013)
Fury (2014)
Back to the Future Part II (1989)
The Apartment (1960)
30 for 30: One and Not Done (2017)
The Lion King (1994)
The Lord of the Rings: The Return of the King (2003)
Untold: Operation Flagrant Foul (2022)
Knight and Day (2010)
30 for 30: Brian and the Boz (2014)
The Jackal (1997)
The White Stripes Under Great White Northern Lights (2009)
The Pride of the Yankees (1942)
Beverly Hills Cop III (1994)
Live and Let Die (1973)
The Rules of Attraction (2002)
Invasion of the Body Snatchers (1956)
Captain America: The Winter Soldier (2014)
Zack and Miri Make a Porno (2008)
PCU (1994)
Kingdom of Heaven (2005)
30 for 30: Catholics Vs. Convicts (2016)
Mission to Mars (2000)
Private Parts (1997)
Jackass: The Movie (2002)
30 for 30: Winning Time: Reggie Miller vs the New York Knicks (2010)
Ghost (1990)
A Serious Man (2009)
Face/Off (1997)
In the Line of Fire (1993)
The Last Duel (2021)
An Inconvenient Truth (2006)
Killshot (2008)
Lovelace (2013)
Christine (1983)
BASEketball (1998)
Focus (2015)
Fyre Fraud (2019)
The Client (1994)
Jumanji (1995)
I Am Legend (2007)
Rise of the Planet of the Apes (2011)
Hustle (2022)
Killing Them Softly (2012)
Scary Movie (2000)
The Girl Next Door (2004)
Near Dark (1987)
Goodbye Lenin! (2003)
It's a Wonderful Life (1946)
Blue Chips (1994)
Weekend at Bernie's (1989)
"Me, Myself & Irene (2000)"
The Adjustment Bureau (2011)
Breach (2007)
Arlington Road (1999)
Eastern Promises (2007)
RoboCop (1987)
Mission: Impossible - Fallout (2018)
2001: A Space Odyssey (1968)
Play It to the Bone (1999)
Bad Boys (1995)
30 for 30: 9.79* (2012)
The Ghost Army (2013)
Mad Max: Fury Road (2015)
Nothing But Trouble (1991)
30 for 30: Long Gone Summer (2020)
Tin Cup (1996)
Out of Sight (1998)
Mrs. Doubtfire (1993)
The Champ (1931)
Evil Dead II (1987)
First Blood (1982)
This Old Cub (2004)
The Wolfman (2010)
Death to Smoochy (2002)
The Perfect Storm (2000)
Basic (2003)
The Man with the Golden Gun (1974)
"See No Evil, Hear No Evil (1989)"
Pirates of the Caribbean: The Curse of the Black Pearl (2003)
Hocus Pocus (1993)
Ransom (1996)
Lawless (2012)
Harry Potter and the Deathly Hallows: Part 2 (2011)
The Missouri Breaks (1976)
Motherless Brooklyn (2019)
True Lies (1994)
Hell or High Water (2016)
Glengarry Glen Ross (1992)
Dirty Harry (1971)
Blood Diamond (2006)
Joe Dirt (2001)
Jackass 2.5 (2007)
Selena (1997)
The Addams Family (1991)
Allied (2016)
Lethal Weapon 2 (1989)
The LEGO Batman Movie (2017)
Snowden (2016)
Training Day (2001)
Mississippi Burning (1988)
King Richard (2021)
The Queen (2006)
Men at Work (1990)
We Own the Night (2007)
The Cabin in the Woods (2011)
"Woodstock 99: Peace, Love, and Rage (2021)"
Orgazmo (1997)
The Wizard (1989)
300: Rise of an Empire (2014)
Orange County (2002)
Mark of the Vampire (1935)
The Crucible (1996)
Stir Crazy (1980)
Bottle Rocket (1996)
Chasing Amy (1997)
Crimson Tide (1995)
X-Men (2000)
Ray (2004)
Paradise Lost: The Child Murders at Robin Hood Hills (1999)
Awesome; I Fuckin' Shot That! (2006)
Doctor Strange in the Multiverse of Madness (2022)
Death on the Nile (2022)
Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn (2020)
Frankenstein Meets the Wolf Man (1943)
WeWork: or The Making and Breaking of a $47 Billion Unicorn (2021)
Wonderland (2003)
The A-Team (2010)
Back to School (1986)
The Mask (1994)
Thunderball (1965)
Winter's Bone (2010)
From Russia with Love (1963)
The Onion Movie (2008)
Willy Wonka & the Chocolate Factory (1971)
Hollow Man (2000)
Zoolander (2001)
Kong: Skull Island (2017)
Pride and Glory (2008)
Won't You Be My Neighbor (2018)
Romancing the Stone (1984)
Those Who Wish Me Dead (2021)
Fear (1996)
Loaded Weapon 1 (1993)
Idiocracy (2006)
Out of the Furnace (2013)
Con Air (1997)
Kalifornia (1993)
El Mariachi (1992)
Brewster's Millions (1985)
Punch-Drunk Love (2002)
"Good Morning, Vietnam (1987)"
Maximum Overdrive (1986)
Joe Strummer: The Future is Unwritten (2007)
The Campaign (2012) 
Robin Hood: Prince of Thieves (1991)
Tommy Boy (1995)
Fruitvale Station (2013)
Best in Show (2000)
Harry Potter and the Goblet of Fire (2005)
Savages (2012)
The Raid: Redemption (2011)
Virtuosity (1995)
House of Frankenstein (1944)
Fright Night (2011)
Gone in Sixty Seconds (2000)
Fair Game (2010)
The Firm (1993)
Prometheus (2012)
The Announcement (2012)
Before the Devil Knows You're Dead (2007)
Battle Royale (2000)
A Haunting in Venice (2023)
Kingsman: The Golden Circle (2017)
Young Einstein (1988)
No Sudden Move (2021)
Oblivion (2013)
The Hudsucker Proxy (1994)
Free Solo (2018)
Venom (2018)
Jackass Forever (2022)
Hoffa (1992)
21 Grams (2003)
The Mexican (2001)
Reno 911!: Miami (2007)
The Falcon and the Snowman (1985)
Wag the Dog (1997)
Anchorman: The Legend of Ron Burgundy (2004)
Step Brothers (2008)
Galaxy Quest (1999)
The Toy (1982)
Kick-Ass (2010)
Serpico (1973)
Paradise Lost 3: Purgatory (2011)
Ted 2 (2015)
Chronicle (2012)
The Accountant (2016)
The Siege (1998)
The Girl Was Young (1937)
10 Cloverfield Lane (2016)
Lars and the Real Girl (2007)
Restrepo (2010)
Changeling (2008)
Pele (2021)
Avengers: Age of Ultron (2015)
Grumpy Old Men (1993)
Dumb and Dumber To (2014)
Nebraska (2013)
Southland Tales (2006)
15 Minutes (2001)
Sin City: A Dame to Kill For (2014)
The Gambler (2014)
The Lost World: Jurassic Park (1997)
Final Destination (2000)
The Living Daylights (1987)
Jay and Silent Bob Strike Back (2001)
Fast Times at Ridgemont High (1982)
Wreck-It Ralph (2012)
Philadelphia (1993)
The Redeem Team (2022)
8MM (1999)
The Fan (1996)
Casper (1995)
The Sum of All Fears (2002)
Source Code (2011)
A Christmas Story (1983)
The Public Enemy (1931)
Ed Wood (1994)
Zootopia (2016)
Bedazzled (2000)
Fun with Dick and Jane (2005)
Porky's (1982)
Juno (2007)
*61 (2001)
Choke (2008)
Hostage (2005)
Richard Pryor: Omit the Logic
I.Q. (1994)
3:10 to Yuma (1957)
The Air Up There (1994)
47 Ronin (2013)
The Help (2011)
Bad Words (2013)
Armed and Dangerous (1986)
Sisters (2015)
Dante's Peak (1997)
Dragnet (1987)
Nothing to Lose (1997)
Stir of Echoes (1999)
Cinderella Man (2005)
Toy Story (1995)
30 for 30: Deion's Double Play (2019)
30 for 30: Four Days in October (2010)
The Tourist (2010)
Little Big League (1994)
The Wall (2017)
The Aristocrats (2005)
"Honey, I Shrunk the Kids (1989)"
The Recruit (2003)
Young Guns (1988)
Gideon's Trumpet (1974)
Without Limits (1998)
Spider-Man (2002)
Gremlins (1984)
Raya and the Last Dragon (2021)
Gone Baby Gone (2007)
The Day of the Jackal (1973)
Animal House (1978)
Extremely Loud & Incredibly Close (2011)
Do the Right Thing (1989)
The Juror (1996)
The Net (1995)
Neighbors (2014)
The Thomas Crown Affair (1999)
Sideways (2004)
30 for 30: Fernando Nation (2010)
The BFG (2016)
Ocean's Thirteen (2007)
Three Kings (1999)
In Bruges (2008)
Runner Runner (2013)
Twins (1988)
Entrapment (1999)
Bowling for Columbine (2002)
U-571 (2000)
Stakeout (1987)
30 for 30: This Was the XFL (2017)
Uncle Buck (1989)
The 40 Year Old Virgin (2005)
There's Something About Mary (1998)
Lincoln (2012)
